apl4	APL4	SPCP1E11.06	1	0.87253016	0.95183456	1.3294705	1.8003584	2.1666245	2.0573955	0.718025	0.7741235	0.74971503	0.7624951	0.82379687
apl5	APL5	SPAC144.06	1	1.062097	1.2556257	1.4231032	1.5574477	1.639658	1.5563947	1.4903271	1.2602478	1.2533165	1.2709544	1.2506539
apl6	APL6	SPAC23H3.06	1	0.7905134	0.9736647	0.99456024	1.222863	1.312994	1.2523785	1.0025983	0.9450929	0.98524153	0.9935129	0.9298286
apm1	APM1	SPBP16F5.07	1	0.73769784	1.1934052	1.2836509	1.352809	1.3612705	0.92144823	0.5728314	0.5603417	0.528045	0.54781127	0.57064044
apm2	APM2	SPBC651.11C	1	0.8865943	1.0024794	1.0539602	1.1689982	1.0134616	0.48163155	1.0253203	1.3931333	1.4907758	1.4716847	1.4014916
apm4	APM4	SPAC31A2.09C	1	1.033093	1.3903852	1.480538	1.2232556	0.53239346	0.22289297	0.9757674	0.9541445	1.0602396	1.2055367	1.1446686
apn1	APN1	SPCC622.17	1	1.155812	1.2178675	1.6983987	1.8696761	1.8383113	3.6366613	2.1666071	1.6195021	1.6207585	1.5129378	1.4734217
app1	APP1	SPAPJ760.02C	1	1.0632632	0.66261786	0.9021121	1.3935524	1.470992	1.8196206	1.0299048	0.86677533	0.9086801	0.923228	1.0302843
aps1	APS1	SPAC13G6.14 SPAC24B11.03	1	0.6543241	1.1554022	0.89821815	0.6823944	0.56404364	0.26567605	0.71046066	0.86884403	0.89967924	0.95474964	0.95305026
aps2	APS2	SPBC685.04C	1	0.9329526	1.3584192	1.1278628	0.93770725	0.80954754	0.5285427	0.7746405	0.7571318	0.93709123	1.3189985	1.1309564
aps3	APS3	SPAC30D11.05	1	1.3125935	0.9886183	1.0257121	1.0696638	1.2905766	2.2020006	1.5064574	1.2311947	1.2211151	1.1998905	1.2046548
arf1	ARF1	SPBC4F6.18C	1	0.7678111	0.81992936	0.9442057	0.984117	0.99087936	1.3462934	0.71601725	0.49891892	0.37205982	0.29467693	0.28654507
arg11	ARG11	SPAC4G9.09C	1	1.418528	0.35214576	0.23832393	0.14710489	0.12171751	0.14728378	0.5015301	0.4042018	0.40928364	0.49717388	0.57450026
arg3	ARG3	SPAC4G9.10	1	0.47849104	0.5685762	0.5529298	0.42051378	0.2679293	0.14559744	0.27638382	0.3176241	0.3229261	0.3508311	0.40780914
arg7	ARG7	SPBC1773.14	1	1.4402909	0.63300955	0.76316357	0.6956191	0.6616963	0.82101077	0.7203041	0.70715547	0.7221061	0.69894135	0.67662245
argx	ARGX	SPBC1539.03C	1	1.4200225	0.6752212	0.9088153	0.60345143	0.28852436	0.24293414	0.3026654	0.3368642	0.32865813	0.42851466	0.48415086
aro1	ARO1	SPAC1834.02	1	0.4122021	0.6132121	0.704608	0.6037879	0.46052223	0.44402045	0.30818504	0.2761061	0.35332823	0.39298758	0.43705854
arp10	ARP10	SPAC6G9.07C	1	1.0584694	0.46859956	0.56103104	0.59791297	0.5910078	0.7393727	0.855935	0.99558014	0.93857527	0.9002487	0.89597344
arp2	ARP2	SPAC11H11.06 SPAC22F8.01	1	1.0855768	0.587928	0.69242376	0.582567	0.36033452	0.41124997	0.84262735	0.6971843	0.6765488	0.6726599	0.62864834
ars2004			1										1.61993	1.45981
ars24-ctrl			1											
ars3002			1	0.29465353	1.5009953	0.671885	0.33844995	0.30167383	0.27654284	0.2668954	0.29769352	0.28180262	0.27293587	0.30577087
aru1	ARU1	SPAC3H1.07	1	0.93902725	0.7615581	0.50648916	0.37043038	0.39314732	0.4294594	0.3368613	0.35114804	0.37549517	0.3664752	0.41187125
atf1: mts1: sss1: gad7	ATF1 MTS1 SSS1 GAD7	SPBC29B5.01												
atf1: mts1: sss1: gad7.B	ATF1 MTS1 SSS1 GAD7	SPBC29B5.01	1	3.0176175	2.3809958	4.0693393	3.5694127	1.8752035	0.99889153	3.1591353	3.9202247	4.075246	3.9686353	3.8618472
atf21	ATF21	SPBC2F12.09C	1	1.838886	1.5426683	2.2073069	13.594961	69.61971	231.47168	88.427795	64.97804	59.0407	60.71236	63.450737
atf31	ATF31	SPAC22F3.02	1	1.9538573	2.8389165	3.8838592	5.600271	30.204407	285.62213	68.732666	38.236523	24.728674	12.20309	7.9076815
atp1	ATP1	SPAC14C4.14	1	1.092276	0.51382	0.78335	1.0329787	1.0102	1.55439	0.9158284				
atp2	ATP2	SPAC222.12C	1	0.85036176	0.55851537	0.75098103	0.7641837	0.7235056	0.86008847	0.37740347	0.3002346	0.25538883	0.20838289	0.20924541
ats1	ATS1	SPAC1002.07C	1	0.7834314	1.3626668	1.6023985	1.8369381	1.938045	1.9695264	0.57008547	0.5934916	0.5241418	0.43759048	0.48216733
aur1	AUR1	SPAC3H8.06	1	1.3633807	1.3872031	1.3426214	1.4674734	2.3278842	3.002614	2.359405	2.3596196	2.3581479	2.2564285	2.1606688
azr1	AZR1	SPAC1556.03	1	0.91085577	0.63852286	0.75428206	0.74476206	0.8255103	1.1261541	0.81061405	0.704876	0.70192724	0.68711287	0.6913142
b13958-1	B13958-1	SPBC106.08C	1	2.536406	2.5758524	5.4737716	10.312523	16.509619	14.899641	3.1517262	2.9147794	2.5490553	1.7286042	1.6315995
b13958-3	B13958-3	SPCC330.04C	1	1.7312548	1.020985	2.226193	5.2656813	12.232829	50.10785	15.736842	8.702721	7.1263757	5.386866	4.533588
b20341-1	B20341-1	SPBC4C3.09	1	0.7749094	0.69082564	0.7469236	1.0989177	1.7828896	2.4126503	2.0769334	1.6403676	1.7100967	1.6211922	1.4967225
b20341-2	B20341-2	SPBC4C3.08	1	1.3355689	1.0798879	1.3104829	5.920318	27.980743	159.44395	209.07516	231.64824	125.39474	41.28505	23.53686
b20341-3	B20341-3	SPAC5H10.12C	1	0.9453192	1.4656157	1.457707	1.1072693	0.44217122	0.3914858	0.51884824	1.103086	1.5000993	1.6136197	1.5270535
b22918-1	B22918-1	SPAC18G6.12C	1	2.3812504	1.0941814	1.3319297	1.6753683	1.8280902	1.2082292	3.2193964	2.8296142	2.8191345	2.416539	2.0725465
b22918-2	B22918-2	SPAC14C4.04	1	2.0537174	1.193965	1.3991617	1.5400375	1.4291852	0.49256074	1.0190369	1.1461722	1.2592798	1.6704978	1.6006929
b8647-1	B8647-1	SPBC1861.06C	1	1.767309	1.0570391	1.5771905	9.196827	48.563065	171.42485	23.35234	18.660843	13.407538	6.3577905	4.0439506
b8647-2	B8647-2	SPAC11G7.06C	1	1.4215248	1.1820624	1.520121	2.4349313	7.458731	60.318245	10.331429	7.017454	5.2994347	2.8467686	2.0139573
b8647-3	B8647-3	SPAC4G9.07	1	1.2898498	1.5511987	1.474812	1.8705529	3.4569056	40.633533	13.04909	7.1204247	4.582954	2.3411	1.8554871
b8647-4	B8647-4	SPAC10F6.15	1	1.3366175	1.2503043	1.3797381	1.6557875	10.709806	242.82663	90.28408	38.892906	25.102894	12.468917	7.8017793
b8647-5	B8647-5	SPCC737.04 SPCC10D6.07C	1	2.3237658	1.5657932	1.6952511	1.7878243	1.9365203	1.8051265	8.274468	10.569295	10.597755	12.987353	13.214637
bag1-a	BAG1-A	SPBC16G5.11C	1	1.0297409	1.3181092	1.4927945	1.3177686	0.7414644	0.29646638	0.43696707	0.6231734	0.63966644	0.7235281	0.776828
bag1-b	BAG1-B	SPBC530.03C	1	0.8310427	0.33491692	0.3011678	0.25524688	0.30143932	0.36139703	0.35254806	0.42217103	0.40436894	0.3717649	0.3612366
bem46	BEM46	SPBC32H8.03	1	0.6422181	1.5397912	1.5023321	0.9595518	0.41435048	0.2195717	0.41893625	0.60733527	0.56024885	0.51762927	0.5267004
bet1	BET1	SPAC23C4.13	1	2.7258358	0.77391344	0.82652533	1.0343368	2.338805	13.552438	4.4574986	2.6902738	2.059669	1.4863254	1.2705
bet3	BET3	SPAC644.18C	1	0.92907816	0.9075967	0.9968617	1.007571	0.9341173	0.8870485	0.63500035	0.6370034	0.61209756	0.6221831	0.60876936
bet5	BET5	SPAC3G9.16C SPAC688.15	1	0.98872405	0.85996705	1.0566769	1.2855711	0.86149764	0.43583366	0.7825954	0.82237935	0.76602775	0.75882834	0.7162663
bfr1: hba2	BFR1 HBA2	SPCC18B5.01C SPCPJ732.04C	1	0.5560928	0.15137692	0.21921486	0.17370164	0.18006276	0.24148911	0.20769216	0.17208798	0.24537615	0.30005407	0.32268962
bgl2	BGL2	SPAC26H5.08C	1	0.4061011	0.68004483	0.45164973	0.5483908	0.43122363	0.26108277	0.36010846	0.577217	0.64364636	0.76507276	1.0991837
bgs2: meu21	BGS2 MEU21	SPAC24C9.07C	1	1.6600838	1.3605064	1.8675492	6.938834	37.80517	115.870186	21.295555	14.223548	10.422769	4.998919	3.1586187
bgs3	BGS3	SPAC19B12.03	1	0.9334223	0.84363073	0.65723145	0.662464	0.8812922	1.3970208	0.99997795	0.82372516	0.85512704	0.7356696	0.7057405
bgs4	BGS4	SPCC1840.02C	1	0.85998005	0.88778245	0.64516187	0.6356959	0.97700036	1.5815641	0.6059812	0.48308915	0.49231616	0.3911419	0.3674171
bio2	BIO2	SPCC1235.02 SPCC320.01C	1	0.31015655	0.47641852	0.43580857	0.30101588	0.277831	0.20222425	0.349754	0.40968573	0.4294926	0.4564601	0.47395045
bip	BIP	SPAC22A12.15C	1	0.3080795	1.4673681	1.5132289	1.925901	2.5653503	4.488058	0.83818734	0.6372794	0.5902701	0.47015756	0.49649644
bos1	BOS1	SPAP14E8.03	1	1.2260553	1.2389847	1.7316638	2.4916236	2.9426906	8.605376	4.2910852	2.6287355	2.0160055	1.5128243	1.2903619
bpb1: sf1	BPB1 SF1	SPCC962.06C	1	0.90447015	1.0529374	1.0618737	1.0600823	1.0014191	0.58955455	0.42460164	0.6217081	0.76750064	1.0743608	1.3558737
brc1	BRC1	SPBC582.05C	1	1.0012922	0.8790602	1.1548284	3.6924057	8.06138	20.789724	19.19675	21.194359	16.731754	7.4793367	4.9868665
brd1	BRD1	SPBC1734.15	1	1.1791977	0.6577162	0.6808594	0.67849326	0.7142153	1.0040247	0.86224586	0.7914678	0.9422322	1.0676444	1.2100667
brr2	BRR2	SPAC9.03C	1	0.80142593	1.1079166	0.97060543	0.66367966	0.42206877	0.25688338	0.56019723	0.53387547	0.6907359	0.9448622	1.1108786
btf3	BTF3	SPAC4F10.14C	1	0.32601517	0.8446976	0.45749527	0.30328605	0.33177894	0.28799957	0.251235	0.26681507	0.27128014	0.27790752	0.30526328
bub1	BUB1	SPCC1322.12C	1	0.97850555	1.0324161	1.0175809	0.9653684	0.89267427	1.2933978	1.270987	1.4310635	1.5593016	1.6422951	1.7160015
byr1: ste1	BYR1 STE1	SPAC1D4.13												
byr2: ste8	BYR2 STE8	SPBC1D7.05 SPBC2F12.01	1	1.2428395	0.87349087	1.0759495	1.6310486	1.4440653	0.6269523	1.2985088	1.903235	2.3619685	2.3103557	2.1807175
byr3	BYR3	SPAC13D6.02C	1	0.30862498	0.57128865	0.28880954	0.18399432	0.22333485	0.24249788	0.5977433	0.5454623	0.5574301	0.8199926	0.9888332
byr4	BYR4	SPAC222.10C	1	1.0102011	0.8257007	0.9630474	1.421414	2.1764467	2.3794026	0.6112001	0.79311216	0.8191017	0.7443613	0.8369348
C1002.01		SPAC1002.01 SPAC1610.05	1	0.68448466	1.1991861	1.4245613	1.597397	1.1957544	1.1728816	0.93315524	0.8196594	0.7518744	0.68385667	0.75385845
C1002.02		SPAC1002.02	1	1.0353004	2.905877	4.153496	4.78312	2.603015	1.6470596	1.4812297	1.6163448	1.3472456	1.1225123	1.0646924
C1002.03c		SPAC1002.03C	1	0.9580266	0.6767119	0.7032145	0.74713796	0.86193997	1.2570742	1.2354136	0.9501566	0.98884183	1.1616242	1.1667756
C1002.04c		SPAC1002.04C	1	1.1334772	1.1406415	1.1898993	1.6224977	2.3083215	3.020603	1.8539973	1.7149193	1.6829554	1.530989	1.5391608
C1002.05c		SPAC1002.05C	1	2.4563096	4.1676087	5.276227	5.746696	3.508344	0.9729249	1.3158681	1.8940222	2.0215573	1.9506639	1.7668202
C1002.06c		SPAC1002.06C	1	1.8482013	9.377008	14.741244	16.132565	6.8732963	2.2386196	1.4385519	2.1113205	2.2109423	1.6160836	1.3267684
C1002.08c		SPAC1002.08C	1	0.9433715	0.9730926	1.139559	1.796904	2.1109483	2.1706843	1.5377665	2.6422007	2.9032981	2.6379852	2.38084
C1002.10c		SPAC1002.10C	1	1.1510868	0.9837051	1.0569828	1.2344664	1.3301114	1.1730354	1.2691189	1.4960378	1.5192447	1.5592959	1.6535425
C1002.11		SPAC1002.11	1	0.9724981	0.80809414	1.5043458	2.195763	3.960696	5.4348335	1.8814294	1.7586571	1.6164894	1.317527	1.1918362
C1002.12c		SPAC1002.12C	1	1.6085742	0.7405079	1.2106649	1.4167334	1.5005388	1.0632077	0.8208987	0.70293844	0.9055879	1.0854272	1.3625592
C1002.14		SPAC1002.14	1	0.87960553	1.25669	1.1293893	0.8734122	0.6871549	0.78610474	1.5416236	1.6627227	1.7368441	1.872591	1.8561366
C1002.15c		SPAC1002.15C	1	0.93002033	0.9915156	1.0503198	1.0730418	1.0114212	1.2884731	1.1185858	1.0536212	0.92057484	0.94102335	0.93617177
C1002.16c		SPAC1002.16C	1	0.640509	0.6331491	2.0387053	3.040596	3.4956279	2.0975113	2.2249663	4.3160696	5.010098	5.2948103	4.897689
C1002.17c		SPAC1002.17C	1	3.2025828	0.17427082	0.3054206	0.56502897	1.280423	6.9432626	5.443547	5.2013264	2.353243	1.082166	0.837624
C1002.18		SPAC1002.18	1	2.0121105	0.87815344	1.0201755	1.2073944	1.6345849	2.9161534	0.9437577	0.9738308	0.8869195	0.79169345	0.76159716
C1002.19		SPAC1002.19	1	15.926621	0.84859115	1.4996189	1.4238164	2.2603652	6.6816473	11.812378	13.990455	12.149462	6.064238	4.3767877
C1002.20		SPAC1002.20	1	1.09291	1.3888818	1.5623704	1.40136	1.27578	1.7830658	1.0159037	1.1203707	1.1747315	1.2574955	1.3692752
C1002.21		SPAC1002.21												
C1006.01		SPAC1006.01	1	2.5335834	0.4113815	0.80186373	0.96512085	1.1271678	4.137696	5.045754	2.9251482	2.4970975	2.5904512	2.2604742
C1006.02		SPAC1006.02	1	0.9191421	0.88984466	0.78905547	0.8145672	1.292314	1.6319706	0.90773094	0.9499082	1.0275601	1.2681065	1.1834922
C1006.03c		SPAC1006.03C	1	1.8664012	1.936892	2.0195558	1.9833132	2.036193	1.3163004	1.1686119	1.3809968	1.5352532	1.6995089	1.8160598
C1006.04c		SPAC1006.04C	1	2.4565573	5.5598435	10.215177	17.291292	19.61267	46.32715	7.68241	7.3626676	5.7516537	3.3425379	2.470042
C1006.05c	OCH1	SPAC1006.05C	1	1.1184119	0.44665936	0.60066766	0.7502333	1.1900309	5.0765195	2.712227	1.8607745	1.9422932	1.5781517	1.3677018
C1006.06		SPAC1006.06	1	1.071248	0.7406586	0.9867136	1.9665624	4.106299	15.764198	4.1485825	2.8853502	2.4858787	1.7770103	1.4719862
C1020.03		SPCC1020.03	1	1.8773551	0.7611905	1.0124614	1.0578302	1.2487352	2.6591818	1.0608096	1.0110704	0.9156857	0.9397094	0.9420649
C1020.05		SPCC1020.05	1	2.285596	1.0294169	1.6692102	1.9742553	2.0094984	1.3876858	2.3047667	2.2578595	2.5218215	2.6096976	2.511314
C1020.07		SPCC1020.07	1	1.4118085	0.61433583	0.5375094	0.49981132	0.45798752	0.43875328	0.5862954	0.5529003	0.5918076	0.6671211	0.65109766
C1020.08		SPCC1020.08	1	0.79874307	0.773711	0.4666591	0.46745625	0.58264464	0.56880736	1.0069109	1.0266495	0.97738224	1.1119169	1.1500163
C1020.09		SPCC1020.09	1	1.3523374	1.3297503	1.3363334	1.2805779	1.4233083	1.0252019	1.4379238	1.952601	2.0134711	2.2261055	2.34332
C1020.10		SPCC1020.10	1	1.8543934	1.5805128	1.7205603	2.1794293	2.6099894	2.084558	1.4794095	1.6294203	1.9935087	2.9174728	3.1895564
C1020.11c		SPCC1020.11C	1	1.0900167	0.95318496	0.90755844	0.75926965	0.8428755	1.1541367	1.7693355	1.4144384	1.1939187	1.1382694	1.0655453
C1020.12c		SPCC1020.12C SPCC14G10.06	1	1.282348	1.7332343	1.3790684	1.2198634	1.0028515	0.8591518	1.9897147	2.5006168	2.471784	2.7034957	2.6321685
C1020.13c		SPCC1020.13C SPCC14G10.05	1	1.7378479	0.9072264	1.4786019	1.6399134	2.3988495	6.659884	8.363347	4.972157	3.5897262	2.3438096	2.1424716
C1039.01		SPAC1039.01	1	10.006315	0.9368338	0.668074	0.6140979	0.79061925	0.49841815	0.5346821	0.7171591	0.8280006	0.8993999	0.9275507
C1039.02		SPAC1039.02	1	3.9393258	0.31875485	0.42029932	0.33934626	0.2135197	0.08604735	0.17312463	0.23334245	0.28105813	0.27850923	0.24491918
C1039.03		SPAC1039.03	1	11.067854	1.1045676	1.156159	1.4741464	1.8905488	1.0534357	1.2263912	1.0780464	1.1742243	1.3435652	1.3361986
C1039.04		SPAC1039.04	1	4.094709	0.30032146	0.28148285	0.3737673	0.6076484	0.5627091	0.70102787	0.7644552	0.8398743	0.933205	0.8608741
C1039.05c		SPAC1039.05C	1	2.3491423	0.5648391	0.56607944	0.5515821	0.62657356	0.3342513	0.83959675	0.96488845	1.1899753	1.6435465	1.5937698
C1039.06		SPAC1039.06	1	1.7010137	0.42058164	0.5699198	0.5596165	0.6371806	0.689321	0.9377678	0.78683066	0.74103314	0.77476215	0.7245532
C1039.07c		SPAC1039.07C	1	2.8262806	0.63796353	0.7068477	0.73108697	0.6828846	0.5078572	0.6629617	0.76809716	0.851796	0.9516577	0.9460848
C1039.08		SPAC1039.08	1	2.5669355	0.44199574	0.6063732	0.81268305	1.1585747	2.7387614	1.8004415	1.6800443	1.5689105	1.374468	1.2834804
C105.01c		SPAC105.01C	1	1.7649391	1.12188	1.1325337	1.7761703	1.9468094	1.9895873	1.4697379	1.486739	1.5270023	1.3738216	1.3959031
C105.02c		SPAC105.02C	1	1.0921069	0.89487565	1.2527021	1.7682345	2.6815903	6.588209	2.7887883	1.5784317	1.2409651	0.9190287	0.84028757
C105.03c		SPAC105.03C	1	1.052812	0.3257418	0.31370467	0.32869065	0.493381	0.45264754	0.47053793	0.35308698	0.3772325	0.4364485	0.4758393
C106.02c		SPBC106.02C	1	0.9673847	0.46763065	0.5127081	0.4471743	0.65042645	1.9307189	2.8913255	2.869324	2.6892126	3.2560565	3.1474905
C106.03		SPBC106.03	1	1.1549135	0.80047166	1.1096051	1.1360706	0.9931182	0.897753	0.7181151	0.57925564	0.5812376	0.65393496	0.7470154
C106.05c		SPBC106.05C	1	0.99141437	0.7937416	0.73325515	0.6058759	0.5873892	0.47484335	0.68636185	0.7472704	0.6288713	0.5975782	0.5977201
C106.07c		SPBC106.07C	1	0.85864604	0.5858302	0.5587741	0.54590017	0.54885304	0.54939944	0.77776206	1.2545445	1.1336397	1.3385515	1.3492517
C106.11c		SPBC106.11C	1	0.938284	0.7118876	0.6762238	0.76693493	0.94512933	0.6483108	0.9755858	1.3946464	1.6348186	1.8304763	1.6631505
C106.12c		SPBC106.12C	1	0.897826	1.2980224	1.3646957	1.252919	0.86997503	0.54748136	1.1076277	1.1724765	1.1772788	1.1953353	1.135637
C106.13		SPBC106.13	1	2.7825792	0.9942513	1.3573396	1.636437	1.7455244	1.1112186	1.979374	2.14038	2.1409597	2.2754488	2.254783
